
1e-07 1.0 0.217181869977
1.7782794100389227e-07 1.0 0.217181869977
3.162277660168379e-07 1.0 0.217181869977
5.62341325190349e-07 1.0 0.217181869977
1e-06 1.0 0.217181869977
1.778279410038923e-06 1.0 0.217181869977
3.162277660168379e-06 1.0 0.219348671986
5.623413251903491e-06 1.0 0.293607431272
1e-05 1.0 0.413795998068
1.778279410038923e-05 1.0 0.461656859976
3.1622776601683795e-05 1.0 0.465348567796
5.623413251903491e-05 1.0 0.433330173486
0.0001 1.0 0.379286423617

1e-07 2.0 0.217181869977
1.7782794100389227e-07 2.0 0.217181869977
3.162277660168379e-07 2.0 0.217181869977
5.62341325190349e-07 2.0 0.217181869977
1e-06 2.0 0.217181869977
1.778279410038923e-06 2.0 0.230702513544
3.162277660168379e-06 2.0 0.375978509847
5.623413251903491e-06 2.0 0.502394947822
1e-05 2.0 0.560924378351
1.778279410038923e-05 2.0 0.577997044679
3.1622776601683795e-05 2.0 0.548956397446
5.623413251903491e-05 2.0 0.491214109319
0.0001 2.0 0.406466513301

1e-07 4.0 0.217181869977
1.7782794100389227e-07 4.0 0.217181869977
3.162277660168379e-07 4.0 0.217181869977
5.62341325190349e-07 4.0 0.217181869977
1e-06 4.0 0.259389702431
1.778279410038923e-06 4.0 0.441066011731
3.162277660168379e-06 4.0 0.543356604099
5.623413251903491e-06 4.0 0.58917651646
1e-05 4.0 0.60956026954
1.778279410038923e-05 4.0 0.600385597407
3.1622776601683795e-05 4.0 0.555418883505
5.623413251903491e-05 4.0 0.492000320313
0.0001 4.0 0.407142881269

1e-07 6.0 0.217181869977
1.7782794100389227e-07 6.0 0.217181869977
3.162277660168379e-07 6.0 0.217181869977
5.62341325190349e-07 6.0 0.232781333381
1e-06 6.0 0.399861829513
1.778279410038923e-06 6.0 0.525640077573
3.162277660168379e-06 6.0 0.581995231133
5.623413251903491e-06 6.0 0.610120486392
1e-05 6.0 0.614534306262
1.778279410038923e-05 6.0 0.601408676097
3.1622776601683795e-05 6.0 0.556197178868
5.623413251903491e-05 6.0 0.491473909704
0.0001 6.0 0.407817419391

1e-07 8.0 0.217181869977
1.7782794100389227e-07 8.0 0.217181869977
3.162277660168379e-07 8.0 0.217905134816
5.62341325190349e-07 8.0 0.299490166756
1e-06 8.0 0.479602563691
1.778279410038923e-06 8.0 0.55715700958
3.162277660168379e-06 8.0 0.599366567308
5.623413251903491e-06 8.0 0.615137451965
1e-05 8.0 0.615615841045
1.778279410038923e-05 8.0 0.602129618213
3.1622776601683795e-05 8.0 0.558840502001
5.623413251903491e-05 8.0 0.49188227938
0.0001 8.0 0.408220649574

1e-07 10.0 0.217181869977
